query_id,query_audio_path,method,recommendation_rank,candidate_sample_id,candidate_audio_path,candidate_audio_rank,audio_cosine_similarity,mmr_score,query_parameter_distance,wave_frame_normalized,filter_cutoff_normalized,filter_resonance_normalized,filter_drive_normalized,amp_attack_normalized,amp_decay_normalized,amp_sustain_normalized,amp_release_normalized
pilot_v1_00045,data\raw\audio\pilot_v1\pilot_v1_00045.wav,audio_top_k,1,pilot_v1_00525,data\raw\audio\pilot_v1\pilot_v1_00525.wav,1,0.9384205467174151,,0.25049727520874043,0.44817206263542175,0.7263052463531494,0.37041574716567993,0.19030547142028809,0.19653576612472534,0.15580220520496368,0.44111815094947815,0.17123934626579285
pilot_v1_00045,data\raw\audio\pilot_v1\pilot_v1_00045.wav,audio_top_k,2,pilot_v1_00685,data\raw\audio\pilot_v1\pilot_v1_00685.wav,2,0.9119623969179124,,0.4218442339428707,0.4721984565258026,0.7651207447052002,0.5732587575912476,0.6286710500717163,0.2851937413215637,0.3058824837207794,0.4607088267803192,0.3453792631626129
pilot_v1_00045,data\raw\audio\pilot_v1\pilot_v1_00045.wav,audio_top_k,3,pilot_v1_00461,data\raw\audio\pilot_v1\pilot_v1_00461.wav,3,0.9000825682802055,,0.40035031374467533,0.46831145882606506,0.7308019399642944,0.41358304023742676,0.11134977638721466,0.3281184732913971,0.28860390186309814,0.9259053468704224,0.31375572085380554
pilot_v1_00045,data\raw\audio\pilot_v1\pilot_v1_00045.wav,audio_top_k,4,pilot_v1_00173,data\raw\audio\pilot_v1\pilot_v1_00173.wav,4,0.8855082869314134,,0.471317572489766,0.46908465027809143,0.6938945055007935,0.3849199414253235,0.17954696714878082,0.4220235347747803,0.47105494141578674,0.8235812783241272,0.2008451670408249
pilot_v1_00045,data\raw\audio\pilot_v1\pilot_v1_00045.wav,audio_top_k,5,pilot_v1_00621,data\raw\audio\pilot_v1\pilot_v1_00621.wav,5,0.8831699117118383,,0.28933531521836875,0.48569899797439575,0.7942931056022644,0.1507626622915268,0.13574039936065674,0.37172242999076843,0.3470325469970703,0.3594123423099518,0.3587646484375
pilot_v1_00046,data\raw\audio\pilot_v1\pilot_v1_00046.wav,audio_top_k,1,pilot_v1_00958,data\raw\audio\pilot_v1\pilot_v1_00958.wav,1,0.9782097120362185,,0.32129131503194014,0.048073455691337585,0.5691529512405396,0.5469590425491333,0.7376102805137634,0.18115077912807465,0.4232688844203949,0.4290710687637329,0.23870646953582764
pilot_v1_00046,data\raw\audio\pilot_v1\pilot_v1_00046.wav,audio_top_k,2,pilot_v1_00854,data\raw\audio\pilot_v1\pilot_v1_00854.wav,2,0.9705303720103161,,0.32134217381661156,0.15429002046585083,0.49400103092193604,0.23359595239162445,0.682828426361084,0.33960703015327454,0.3458954095840454,0.6193709969520569,0.16769269108772278
pilot_v1_00046,data\raw\audio\pilot_v1\pilot_v1_00046.wav,audio_top_k,3,pilot_v1_01006,data\raw\audio\pilot_v1\pilot_v1_01006.wav,3,0.9592181663650665,,0.38310273174247095,0.09973999857902527,0.5363459587097168,0.05497106537222862,0.5612398386001587,0.31861424446105957,0.245158389210701,0.5510847568511963,0.30884265899658203
pilot_v1_00046,data\raw\audio\pilot_v1\pilot_v1_00046.wav,audio_top_k,4,pilot_v1_00457,data\raw\audio\pilot_v1\pilot_v1_00457.wav,4,0.9571829316136027,,0.34542162314078856,0.16006556153297424,0.5877943634986877,0.17117124795913696,0.6386026740074158,0.3864726722240448,0.27294135093688965,0.6534808278083801,0.24401021003723145
pilot_v1_00046,data\raw\audio\pilot_v1\pilot_v1_00046.wav,audio_top_k,5,pilot_v1_01001,data\raw\audio\pilot_v1\pilot_v1_01001.wav,5,0.9391400420335353,,0.25842416676177715,0.12945875525474548,0.5828512907028198,0.25398629903793335,0.42375072836875916,0.2872196435928345,0.16973477602005005,0.8404690027236938,0.14613881707191467
pilot_v1_00068,data\raw\audio\pilot_v1\pilot_v1_00068.wav,audio_top_k,1,pilot_v1_00802,data\raw\audio\pilot_v1\pilot_v1_00802.wav,1,0.9139683850444268,,0.5399128257642277,0.3927449882030487,0.5342074632644653,0.7408474683761597,0.703809916973114,0.09988874942064285,0.49853256344795227,0.24834077060222626,0.2905972898006439
pilot_v1_00068,data\raw\audio\pilot_v1\pilot_v1_00068.wav,audio_top_k,2,pilot_v1_00380,data\raw\audio\pilot_v1\pilot_v1_00380.wav,2,0.8981236168116531,,0.25572851793305124,0.9197208285331726,0.4447172284126282,0.4124387800693512,0.43813037872314453,0.33899277448654175,0.2385326474905014,0.9941420555114746,0.1950921267271042
pilot_v1_00068,data\raw\audio\pilot_v1\pilot_v1_00068.wav,audio_top_k,3,pilot_v1_00036,data\raw\audio\pilot_v1\pilot_v1_00036.wav,3,0.8842758295087454,,0.3992517314813715,0.847714364528656,0.5743168592453003,0.24372494220733643,0.6932505965232849,0.06088479235768318,0.4081321358680725,0.9524207711219788,0.11696040630340576
pilot_v1_00068,data\raw\audio\pilot_v1\pilot_v1_00068.wav,audio_top_k,4,pilot_v1_00420,data\raw\audio\pilot_v1\pilot_v1_00420.wav,4,0.8737866475503988,,0.25393183155833815,0.857062578201294,0.4878159761428833,0.49409055709838867,0.5088496208190918,0.14127840101718903,0.19127264618873596,0.5699396729469299,0.23886311054229736
pilot_v1_00068,data\raw\audio\pilot_v1\pilot_v1_00068.wav,audio_top_k,5,pilot_v1_00300,data\raw\audio\pilot_v1\pilot_v1_00300.wav,5,0.8548982573241997,,0.30080400406301866,0.9949469566345215,0.472131609916687,0.19193288683891296,0.6147862672805786,0.15148276090621948,0.4162341058254242,0.8225252032279968,0.35186851024627686
pilot_v1_00071,data\raw\audio\pilot_v1\pilot_v1_00071.wav,audio_top_k,1,pilot_v1_00615,data\raw\audio\pilot_v1\pilot_v1_00615.wav,1,0.8768577234187315,,0.242722471183728,0.7246952652931213,0.835688054561615,0.4953674077987671,0.08076272159814835,0.27001407742500305,0.1610613763332367,0.27187272906303406,0.2772224247455597
pilot_v1_00071,data\raw\audio\pilot_v1\pilot_v1_00071.wav,audio_top_k,2,pilot_v1_00363,data\raw\audio\pilot_v1\pilot_v1_00363.wav,2,0.8246859423307414,,0.3460335504737322,0.7573226094245911,0.8258299231529236,0.4525597095489502,0.14886316657066345,0.38279780745506287,0.43744373321533203,0.8398110270500183,0.17970184981822968
pilot_v1_00071,data\raw\audio\pilot_v1\pilot_v1_00071.wav,audio_top_k,3,pilot_v1_00183,data\raw\audio\pilot_v1\pilot_v1_00183.wav,3,0.8054966823227344,,0.22003939942414472,0.6866306662559509,0.820611298084259,0.4200725853443146,0.37789201736450195,0.44845330715179443,0.3849219083786011,0.538301944732666,0.34557846188545227
pilot_v1_00071,data\raw\audio\pilot_v1\pilot_v1_00071.wav,audio_top_k,4,pilot_v1_00683,data\raw\audio\pilot_v1\pilot_v1_00683.wav,4,0.8013934785656757,,0.3268647105552789,0.7676963806152344,0.8378461599349976,0.3062681555747986,0.24677029252052307,0.1387397050857544,0.3952394425868988,0.5308486223220825,0.29965344071388245
pilot_v1_00071,data\raw\audio\pilot_v1\pilot_v1_00071.wav,audio_top_k,5,pilot_v1_00023,data\raw\audio\pilot_v1\pilot_v1_00023.wav,5,0.7568171231068034,,0.4326624552066535,0.646936297416687,0.8075751066207886,0.22369921207427979,0.0662790834903717,0.13171903789043427,0.4534201920032501,0.5563058853149414,0.17245541512966156
pilot_v1_00107,data\raw\audio\pilot_v1\pilot_v1_00107.wav,audio_top_k,1,pilot_v1_00151,data\raw\audio\pilot_v1\pilot_v1_00151.wav,1,0.9654559252320011,,0.315772560337531,0.6520565152168274,0.633345365524292,0.14279133081436157,0.10100208222866058,0.361092209815979,0.2874402701854706,0.716518223285675,0.10246416181325912
pilot_v1_00107,data\raw\audio\pilot_v1\pilot_v1_00107.wav,audio_top_k,2,pilot_v1_00747,data\raw\audio\pilot_v1\pilot_v1_00747.wav,2,0.9623762870461243,,0.2783791282449125,0.7626996040344238,0.6852669715881348,0.4481734037399292,0.4456566870212555,0.27656081318855286,0.4672776758670807,0.8968373537063599,0.33108386397361755
pilot_v1_00107,data\raw\audio\pilot_v1\pilot_v1_00107.wav,audio_top_k,3,pilot_v1_00555,data\raw\audio\pilot_v1\pilot_v1_00555.wav,3,0.9586969342167139,,0.38027702069456704,0.7811195254325867,0.6034604907035828,0.02545756660401821,0.28378066420555115,0.3681555986404419,0.1637209802865982,0.795539915561676,0.32863977551460266
pilot_v1_00107,data\raw\audio\pilot_v1\pilot_v1_00107.wav,audio_top_k,4,pilot_v1_00295,data\raw\audio\pilot_v1\pilot_v1_00295.wav,4,0.9506425214786897,,0.22345231649499012,0.7487367987632751,0.5767993927001953,0.02012583613395691,0.2153761386871338,0.2807380259037018,0.43454912304878235,0.5150407552719116,0.1393929123878479
pilot_v1_00107,data\raw\audio\pilot_v1\pilot_v1_00107.wav,audio_top_k,5,pilot_v1_00235,data\raw\audio\pilot_v1\pilot_v1_00235.wav,5,0.9445922655220704,,0.3450117893051949,0.7644706964492798,0.7736810445785522,0.21005429327487946,0.33912283182144165,0.4130968451499939,0.30415356159210205,0.43157240748405457,0.21448896825313568
pilot_v1_00121,data\raw\audio\pilot_v1\pilot_v1_00121.wav,audio_top_k,1,pilot_v1_00601,data\raw\audio\pilot_v1\pilot_v1_00601.wav,1,0.9686637457682267,,0.23266869482272573,0.22027868032455444,0.6273165345191956,0.3829016089439392,0.7363765239715576,0.35531824827194214,0.40536901354789734,0.2419215738773346,0.1828966587781906
pilot_v1_00121,data\raw\audio\pilot_v1\pilot_v1_00121.wav,audio_top_k,2,pilot_v1_00641,data\raw\audio\pilot_v1\pilot_v1_00641.wav,2,0.9666331682792111,,0.20812113798263862,0.033181190490722656,0.6016654372215271,0.3231242597103119,0.572685956954956,0.15308097004890442,0.4620271325111389,0.6161543130874634,0.13929644227027893
pilot_v1_00121,data\raw\audio\pilot_v1\pilot_v1_00121.wav,audio_top_k,3,pilot_v1_00817,data\raw\audio\pilot_v1\pilot_v1_00817.wav,3,0.9663429784180655,,0.31948607298733717,0.06736113876104355,0.6256815195083618,0.23954567313194275,0.4936577379703522,0.0832858607172966,0.26022008061408997,0.41467681527137756,0.10223951190710068
pilot_v1_00121,data\raw\audio\pilot_v1\pilot_v1_00121.wav,audio_top_k,4,pilot_v1_00246,data\raw\audio\pilot_v1\pilot_v1_00246.wav,4,0.9564023581356537,,0.39662747007272803,0.1749579757452011,0.5510531663894653,0.7957876920700073,0.6599892377853394,0.3582083284854889,0.317084938287735,0.49213841557502747,0.12272641062736511
pilot_v1_00121,data\raw\audio\pilot_v1\pilot_v1_00121.wav,audio_top_k,5,pilot_v1_01006,data\raw\audio\pilot_v1\pilot_v1_01006.wav,5,0.9527814610230039,,0.25938406574764267,0.09973999857902527,0.5363459587097168,0.05497106537222862,0.5612398386001587,0.31861424446105957,0.245158389210701,0.5510847568511963,0.30884265899658203
pilot_v1_00126,data\raw\audio\pilot_v1\pilot_v1_00126.wav,audio_top_k,1,pilot_v1_00142,data\raw\audio\pilot_v1\pilot_v1_00142.wav,1,0.9730696961931433,,0.20050900257164667,0.08804622292518616,0.5727927088737488,0.10857999324798584,0.2315150946378708,0.26963523030281067,0.26346954703330994,0.8359338641166687,0.3514024019241333
pilot_v1_00126,data\raw\audio\pilot_v1\pilot_v1_00126.wav,audio_top_k,2,pilot_v1_00049,data\raw\audio\pilot_v1\pilot_v1_00049.wav,2,0.9523120552064283,,0.23995259809054076,0.06569743156433105,0.6589490175247192,0.17881466448307037,0.16030360758304596,0.30328482389450073,0.43963807821273804,0.6054483652114868,0.3295080065727234
pilot_v1_00126,data\raw\audio\pilot_v1\pilot_v1_00126.wav,audio_top_k,3,pilot_v1_00385,data\raw\audio\pilot_v1\pilot_v1_00385.wav,3,0.946869531981861,,0.31491427301122416,0.03737737983465195,0.705897867679596,0.059298574924468994,0.2733522355556488,0.4354455769062042,0.2914985120296478,0.4004804491996765,0.35533905029296875
pilot_v1_00126,data\raw\audio\pilot_v1\pilot_v1_00126.wav,audio_top_k,4,pilot_v1_00694,data\raw\audio\pilot_v1\pilot_v1_00694.wav,4,0.9325476718094118,,0.34407226004175484,0.1717769056558609,0.47824692726135254,0.6986352801322937,0.5822368264198303,0.08424101769924164,0.40372806787490845,0.5960760712623596,0.38597047328948975
pilot_v1_00126,data\raw\audio\pilot_v1\pilot_v1_00126.wav,audio_top_k,5,pilot_v1_00526,data\raw\audio\pilot_v1\pilot_v1_00526.wav,5,0.9242595057852356,,0.326076425193519,0.08225353062152863,0.5206940174102783,0.4149307608604431,0.4225984215736389,0.061492759734392166,0.3076106905937195,0.6275947690010071,0.264625608921051
pilot_v1_00133,data\raw\audio\pilot_v1\pilot_v1_00133.wav,audio_top_k,1,pilot_v1_00309,data\raw\audio\pilot_v1\pilot_v1_00309.wav,1,0.9283393280484856,,0.2938701537505624,0.30791911482810974,0.6905988454818726,0.15747740864753723,0.552698016166687,0.06793668121099472,0.48463258147239685,0.7281721234321594,0.11925908923149109
