sample_id,sample_index,audio_path,wave_frame_normalized,filter_cutoff_normalized,filter_resonance_normalized,filter_drive_normalized,amp_attack_normalized,amp_decay_normalized,amp_sustain_normalized,amp_release_normalized,mfcc_01_mean,mfcc_02_mean,mfcc_03_mean,mfcc_04_mean,mfcc_05_mean,mfcc_06_mean,mfcc_07_mean,mfcc_08_mean,mfcc_09_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_01_std,mfcc_02_std,mfcc_03_std,mfcc_04_std,mfcc_05_std,mfcc_06_std,mfcc_07_std,mfcc_08_std,mfcc_09_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std
pilot_v1_00000,0,data\raw\audio\pilot_v1\pilot_v1_00000.wav,0.5593363046646118,0.4968908429145813,0.26482224464416504,0.5210748910903931,0.18792618811130524,0.2581033706665039,0.40187835693359375,0.20284205675125122,-148.5239472331594,11.41108533210503,-1.1895603577929952,0.7610169412834855,1.491765766386309,0.4231182585414621,-0.2792982552279677,-0.7450354440128589,-0.12435510818001748,-0.012215809011463227,-0.6014811965961252,-1.8914204139796038,-3.1942078966607044,25.497714733774625,11.026944219186893,1.7044050903344636,0.8309216509749788,1.4460052842047575,0.42827831901720337,0.3070030781906515,0.7361884585997495,0.15461323349730688,0.1336829685389568,0.5780505169081517,1.817919582060898,3.08799173318508
pilot_v1_00001,1,data\raw\audio\pilot_v1\pilot_v1_00001.wav,0.046786118298769,0.6183102130889893,0.6035115122795105,0.08280085772275925,0.36593762040138245,0.4200248420238495,0.8203170895576477,0.3887616693973541,-148.6560332499177,17.880715007655237,7.713683940885911,-2.060641192780263,-2.2270030012805413,0.38150171256805315,1.2861424153179752,0.23074431215809288,-0.22920754929819248,-0.4724372064495134,-1.4137975417207307,-2.98690625262595,-3.938563417608091,17.472869362144145,12.915922999107021,4.926181243636781,2.445199772611228,1.6925428121449226,0.968752515425517,0.9527447186883853,0.6935650739313097,0.5095768358567387,0.47457595969864325,0.9251234543729046,1.8745126631983045,2.4998031470999567
pilot_v1_00002,2,data\raw\audio\pilot_v1\pilot_v1_00002.wav,0.4230934977531433,0.4138450026512146,0.16036365926265717,0.5992260575294495,0.2759867310523987,0.3946917951107025,0.21089524030685425,0.31776365637779236,-151.81894421211837,13.032282331681486,3.107309933294142,-0.8366062525517767,-0.371589608624719,-0.8784286439922836,-1.0683552038399922,-1.359896495483849,-1.4016316829474926,-1.5173779282406763,-1.5766500454315917,-1.6815770253244227,-1.93520502702921,20.98941812775757,11.928302858115597,3.237469214585858,1.3977764845437886,0.6532357017171132,0.8762197328161462,0.9824372591488577,1.2007756252622168,1.2054190359879602,1.286183349056664,1.3289824041727083,1.3915342638563786,1.582411422141038
pilot_v1_00003,3,data\raw\audio\pilot_v1\pilot_v1_00003.wav,0.9082851409912109,0.8402072191238403,0.521696925163269,0.28443339467048645,0.05443882569670677,0.227120041847229,0.6168605089187622,0.109968401491642,-123.10910143846934,5.077656279893426,-4.20666455928693,0.2174309007259562,-3.1907259647539727,-2.0630384253772043,-1.2443044242348131,-0.43783666105020475,-0.12316343741083323,-0.2425045971855818,-1.5237752232844683,-0.6006931125265899,0.2008960459315972,50.802884088058484,5.45148308983882,4.21604268340431,0.5795894448889424,3.1704268755093867,2.0625457961740095,1.2448219362858148,0.49895373749151856,0.20761100606435054,0.2895840628562265,1.5204103123766,0.5945834991863812,0.21881845468832561
pilot_v1_00004,4,data\raw\audio\pilot_v1\pilot_v1_00004.wav,0.8131392598152161,0.34904927015304565,0.7191511988639832,0.22892972826957703,0.14831894636154175,0.30806583166122437,0.38064971566200256,0.3600494861602783,-153.21927477921454,13.655438247576061,6.55047894563893,0.1785481535300428,-0.6833901505821616,-0.9992926400160024,-1.2263869540750987,-1.3304919466869602,-1.3844265267900617,-1.8186983723322352,-1.7978368912140976,-1.4905347346456255,-0.9708460937748193,16.561232368609264,10.914260709023743,4.998603342904038,1.0784772584357507,0.8981257813956205,0.9020872326501469,0.9966938691432429,1.01333991480012,1.0199783536553961,1.3356225798115755,1.3045516425953712,1.059874463664651,0.6824826352252615
pilot_v1_00005,5,data\raw\audio\pilot_v1\pilot_v1_00005.wav,0.33159446716308594,0.7669577598571777,0.3609532415866852,0.6671808958053589,0.31969282031059265,0.4904950261116028,0.7995046973228455,0.1522575169801712,-125.06974326753358,8.928657754315664,-4.0783787442771775,-0.3146580536692434,-1.7174706446805814,-0.7226076769983425,-1.3837272155397615,-0.8069795999558498,-1.1496354422204687,-0.977672458496075,-1.2759255812344485,-1.1153336977925032,-1.2855694645120939,49.8334077001079,8.725804676979134,4.256561312670931,0.544314053781001,1.7440530830285412,0.7449972242136577,1.3775517632016503,0.7963578511559002,1.1304756602018597,0.9546457416794093,1.2470765433857776,1.0887753467701582,1.256196262697783
pilot_v1_00006,6,data\raw\audio\pilot_v1\pilot_v1_00006.wav,0.2005399614572525,0.561145007610321,0.4056410789489746,0.15070991218090057,0.43442943692207336,0.3447694480419159,0.581781268119812,0.2453213632106781,-154.98047106979698,12.46239465532263,4.294176843374729,-0.48726586301624847,0.3785144439758684,0.27533365789771425,-0.10714851718762039,-0.1046942340246285,0.011818742718976,-0.41575840328671904,-1.1862310918609777,-2.188475116111782,-2.949622145543577,19.67084304505278,12.760825799027392,4.112546405059581,1.216085618572317,0.7948223951439278,0.4255985091180893,0.5207233724509936,0.3934379774747715,0.1739786200065211,0.44827453817791135,1.1165839254303644,2.0535836784707753,2.785464058458685
pilot_v1_00007,7,data\raw\audio\pilot_v1\pilot_v1_00007.wav,0.7172252535820007,0.6910275816917419,0.06386153399944305,0.46561700105667114,0.20701906085014343,0.1566898375749588,0.9881131649017334,0.4312390089035034,-98.84037353350858,18.884863078814455,-5.337316280841021,0.043549079636141005,-1.4622005019916997,-0.2136448410698323,-1.7239869884530765,-1.7620677873365547,-2.429056652739432,-1.6191374254710258,-0.9265658616030771,0.3410717729810783,0.5661485449245097,37.78245238364043,7.761041949034537,3.0002755650753903,0.6597407674239363,0.8625156540917501,0.2935428387705295,0.7600914453863257,0.7306715745740584,0.9853819609990021,0.6445876808512062,0.3729391261621727,0.18308913048667386,0.23883767130601144
pilot_v1_00008,8,data\raw\audio\pilot_v1\pilot_v1_00008.wav,0.6625480055809021,0.39394235610961914,0.49349328875541687,0.7303751111030579,0.3774029016494751,0.20872391760349274,0.3203166425228119,0.3237268030643463,-152.6547210920078,12.549398561744505,3.5628068003327944,0.011583403639880549,0.6460991104746517,-0.05757095513236862,-0.5744313744718896,-0.9864208162871152,-1.0141369412491845,-1.0720392400371472,-1.1374145042029915,-1.4220261767059974,-1.8620727895543783,19.6805314314131,11.384289482716317,3.3000740833947906,1.0028167270790558,0.6462624946948387,0.37490061070971215,0.6243038936867621,0.9077739750166632,0.879622747302646,0.899842916879389,0.9339998779238913,1.1442842903581933,1.4916769629051296
pilot_v1_00009,9,data\raw\audio\pilot_v1\pilot_v1_00009.wav,0.17709699273109436,0.7902942895889282,0.025920702144503593,0.24849848449230194,0.15624608099460602,0.36927786469459534,0.7018787860870361,0.18159456551074982,-144.57353630354834,14.876337877145206,-0.6075585317328354,0.5296442500212801,0.2904961974604028,-0.2797609642186378,0.21491428440587498,-0.1659595775588464,0.033842622309276815,-0.19332297505300375,-0.7390370705611271,-2.045389088531694,-3.237207137320668,29.42472220735574,14.472234713676636,1.791030130337839,0.6321648295888359,0.3555224340119217,0.315720117488207,0.23487120268296696,0.1992359499019335,0.1195909400447292,0.24506681861723537,0.7172458363170008,1.9871148322708152,3.1552947105847253
